abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,print_section,print_page,subsection_name,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
The chief executive of Apple is the latest in a series of technology  executives who are traveling to Florida to meet with the president-elect.,https://www.nytimes.com/2024/12/13/technology/trump-tim-cook-mar-a-lago.html,The chief executive of Apple is the latest in a series of technology  executives who are traveling to Florida to meet with the president-elect.,"Tim Cook held a meeting on Friday with Donald J. Trump at Mar-a-Lago, marking the first time that Apple’s chief executive has met with the president-elect since voters elected him to a second term last month.",The New York Times,,,2024-12-13T22:27:13+0000,article,Business,Technology,News,nyt://article/199c1218-728b-56bb-975b-132fa4bccf1e,518,nyt://article/199c1218-728b-56bb-975b-132fa4bccf1e,NA,NA,NA,Tim Cook Dines With Trump at Mar-a-Lago,NA,NA,,NA,NA,NA,By Theodore Schleifer and Tripp Mickle,,NA
"The deposition, if it is held as scheduled next week, will take place even as the president-elect is in the throes of defending cabinet nominees and putting together his administration.",https://www.nytimes.com/2024/12/13/us/politics/trump-deposition-abc-stephanopoulos.html,"The deposition, if it is held as scheduled next week, will take place even as the president-elect is in the throes of defending cabinet nominees and putting together his administration.","President-elect Donald J. Trump was ordered by a federal judge on Friday to sit for a deposition next week in the defamation lawsuit he brought this spring against ABC News and one of its anchors, George Stephanopoulos.",The New York Times,,,2024-12-13T22:55:16+0000,article,Washington,U.S.,News,nyt://article/c78efd44-b0f5-5d4c-9b3e-21c1124f6991,415,nyt://article/c78efd44-b0f5-5d4c-9b3e-21c1124f6991,NA,NA,Politics,Trump Ordered to Sit for Deposition in ABC News Defamation Suit,NA,NA,,NA,NA,NA,By Alan Feuer,,NA
"“We can’t bring a policy book to a gunfight,” said Representative Greg Casar of Texas, the incoming chair of the Congressional Progressive Caucus.",https://www.nytimes.com/2024/12/13/us/politics/democrats-texas-greg-casar.html,"“We can’t bring a policy book to a gunfight,” said Representative Greg Casar of Texas, the incoming chair of the Congressional Progressive Caucus.","Ever since they lost big in November, Democrats have talked about how much their party needs to change.",The New York Times,,,2024-12-13T23:15:27+0000,article,Politics,U.S.,News,nyt://article/87a36af3-43e8-5594-873b-d5e5bd748250,1575,nyt://article/87a36af3-43e8-5594-873b-d5e5bd748250,NA,NA,Politics,The Texas Millennial Trying to Rebrand the Democrats,NA,NA,,NA,NA,NA,By Jess Bidgood,,NA
The actor also joined Elle Fanning and Edward Norton — stars of a new film tracing the musician’s ascent — for an after-party at the Chelsea Hotel.,https://www.nytimes.com/2024/12/13/style/timothee-chalamet-a-complete-unknown-premiere-photos.html,The actor also joined Elle Fanning and Edward Norton — stars of a new film tracing the musician’s ascent — for an after-party at the Chelsea Hotel.,"“I saw him,” said Charlotte Barbié, 18, who stood outside the SVA Theater on Friday night, shaking from either the cold or the excitement. “He was blond.”",The New York Times,,,2024-12-14T01:46:00+0000,article,Styles,Style,News,nyt://article/cd9cf79b-8f62-5345-9e6e-a3bb38768622,1099,nyt://article/cd9cf79b-8f62-5345-9e6e-a3bb38768622,NA,NA,NA,Timothée Chalamet Dresses Like Bob Dylan at ‘A Complete Unknown’ New York Premiere,Out & About,NA,,NA,NA,NA,By Callie Holtermann,,NA
"Even before Yoon Suk Yeol’s fateful decree, the public had been infuriated with near-constant scandals and unpopular decisions since he took office.",https://www.nytimes.com/interactive/2024/12/14/world/asia/skorea-yoon-timeline.html,"Even before Yoon Suk Yeol’s fateful decree, the public had been infuriated with near-constant scandals and unpopular decisions since he took office.","Even before Yoon Suk Yeol’s fateful decree, the public had been infuriated with near-constant scandals and unpopular decisions since he took office.",The New York Times,,,2024-12-14T08:35:21+0000,multimedia,World,World,Interactive Feature,nyt://interactive/e75e2a9f-d8ac-5067-895b-3fc7cdc0b780,0,nyt://interactive/e75e2a9f-d8ac-5067-895b-3fc7cdc0b780,NA,NA,Asia Pacific,"How the President Alienated South Korea, One Group at a Time",NA,NA,,NA,NA,NA,By Agnes Chang and Pablo Robles,,NA
"TV has fixated on one person, as news, comedy material and dramatic subtext, since 2015. Can it do another four years?",https://www.nytimes.com/2024/12/14/arts/television/trump-tv-triumph-tragedy-farce.html,"TV has fixated on one person, as news, comedy material and dramatic subtext, since 2015. Can it do another four years?","On his last show before Election Day, John Oliver allowed himself to dream a little dream. Mr. Oliver, whose “Last Week Tonight” speaks to a mostly left-of-center crowd, spent most of the episode making the case for Kamala Harris. But also, he asked his audience, wouldn’t it be nice, for the first time since 2015, to have the option of simply ignoring Donald J. Trump’s existence? “I want so badly to live in that world!” he said.",The New York Times,,,2024-12-14T10:00:29+0000,article,Arts&Leisure,Arts,News,nyt://article/120da59e-c8ae-524e-b02c-e5a8976cada2,1823,nyt://article/120da59e-c8ae-524e-b02c-e5a8976cada2,AR,8,Television,"The Trump Show Is Returning. Will It Be Triumph, Tragedy or Farce?",Critic’s Notebook,NA,"Another Season of All Trump, All the Time",NA,NA,NA,By James Poniewozik,,NA
"“He’s our Picasso,” the actor said of Bob Dylan.",https://www.nytimes.com/2024/12/14/movies/richard-gere-agency-oh-canada.html,"“He’s our Picasso,” the actor said of Bob Dylan.",It has been more than four decades since an Armani-clad Richard Gere slunk around Los Angeles in Paul Schrader’s “American Gigolo.”,The New York Times,,,2024-12-14T10:01:04+0000,article,Arts&Leisure,Movies,News,nyt://article/9d36e133-1603-5617-9751-0f7e035823f3,844,nyt://article/9d36e133-1603-5617-9751-0f7e035823f3,AR,3,NA,Richard Gere Calls ‘Blonde on Blonde’ His All-Time Favorite,My Ten,NA,Keep the Sencha  Flowing All Day For Richard Gere,NA,NA,NA,By Kathryn Shattuck,,NA
"President-elect Donald J. Trump is almost certain to choose a gun-rights advocate as director of the Bureau of Alcohol, Tobacco, Firearms and Explosives or to simply leave the job vacant.",https://www.nytimes.com/2024/12/14/us/politics/atf-bureau-trump.html,"President-elect Donald J. Trump is almost certain to choose a gun-rights advocate as director of the Bureau of Alcohol, Tobacco, Firearms and Explosives or to simply leave the job vacant.","Many federal agencies are bracing for the Trump era — but few are likely to face the powerful backlash that awaits the Bureau of Alcohol, Tobacco, Firearms and Explosives, which pursued an aggressive gun control agenda under President Biden.",The New York Times,,,2024-12-14T10:02:20+0000,article,Washington,U.S.,News,nyt://article/8639727d-9ce3-51df-aa32-874d26ad4dd4,1205,nyt://article/8639727d-9ce3-51df-aa32-874d26ad4dd4,A,17,Politics,A.T.F. Braces for a Likely Rollback of Its Gun-Control Efforts,NA,NA,A.T.F. Braces for Rollback Of Its Gun-Control Efforts,NA,NA,NA,By Glenn Thrush,,NA
"President-elect Donald J. Trump is supporting the International Longshoremen’s Association, which could strike soon if it doesn’t reach a deal on automation with employers.",https://www.nytimes.com/2024/12/14/business/economy/trump-ila-port-strike.html,"President-elect Donald J. Trump is supporting the International Longshoremen’s Association, which could strike soon if it doesn’t reach a deal on automation with employers.","Leaders of some labor unions tried to establish good relations with Donald J. Trump before the election — and for one of them, that effort may already be paying off.",The New York Times,,,2024-12-14T10:02:26+0000,article,Business,Business Day,News,nyt://article/f24c315f-5890-51ef-a174-b7ecf7d97871,1284,nyt://article/f24c315f-5890-51ef-a174-b7ecf7d97871,B,1,Economy,"In Port Labor Dispute, Trump Backed a Union That Courted Him",NA,NA,Trump Backs Port Union In Dispute,NA,NA,NA,By Peter Eavis,,NA
"Even though Kamala Harris easily won the state, voters ousted more than two dozen Democratic legislators, who they felt had not addressed an affordability crisis.",https://www.nytimes.com/2024/12/14/us/vermont-election-democrats-republicans.html,"Even though Kamala Harris easily won the state, voters ousted more than two dozen Democratic legislators, who they felt had not addressed an affordability crisis.","It was no surprise that most voters in Vermont rejected Donald J. Trump on Election Day, favoring Vice President Kamala Harris by a margin of more than 30 points.",The New York Times,,,2024-12-14T10:02:33+0000,article,National,U.S.,News,nyt://article/2a035962-84f9-52da-8520-348ea4270aac,1210,nyt://article/2a035962-84f9-52da-8520-348ea4270aac,A,12,NA,Why Democrats Lost More Seats in Vermont Than Any Other State,NA,NA,Why Democrats Lost More Seats in Vermont Than Any Other State,NA,NA,NA,By Jenna Russell,,NA
"Using diplomacy, flattery and the occasional shot in the dark, Ukraine is doing everything it can to win over President-elect Donald J. Trump to its side.",https://www.nytimes.com/2024/12/14/world/europe/trump-ukraine-russia.html,"Using diplomacy, flattery and the occasional shot in the dark, Ukraine is doing everything it can to win over President-elect Donald J. Trump to its side.","From desperate stabs at diplomacy to fanciful expressions of flattery, Ukrainian officials are doing everything they can to bring President-elect Donald J. Trump into their corner as they try to strengthen their position in the war against Russia.",The New York Times,,,2024-12-14T10:02:43+0000,article,Foreign,World,News,nyt://article/0600f165-38dc-58d7-92c6-b2426d72471e,1419,nyt://article/0600f165-38dc-58d7-92c6-b2426d72471e,A,14,Europe,"Cajole, Plead and Flatter: Ukraine Makes Its Case to Trump",NA,NA,"Ukraine Woos Trump With Flattery, Pleading, Even a Nobel Nomination",NA,NA,NA,"By Constant Méheut, Kim Barker and Maria Varenikova",,NA
"At his Mar-a-Lago club in Florida, the president-elect has been hosting diplomatic dinners, announcing cabinet picks and firing off texts to his aides — all after the sun goes down.",https://www.nytimes.com/2024/12/14/us/politics/trump-diplomacy-night-mar-a-lago.html,"At his Mar-a-Lago club in Florida, the president-elect has been hosting diplomatic dinners, announcing cabinet picks and firing off texts to his aides — all after the sun goes down.","It was past midnight in Florida this week when President-elect Donald J. Trump decided to mock Justin Trudeau on social media, calling the prime minister of America’s neighbor the “governor” of “the Great State of Canada.”",The New York Times,,,2024-12-14T10:02:48+0000,article,Washington,U.S.,News,nyt://article/0fb3435b-5e99-5ff0-8068-2d0153d3bb9e,1017,nyt://article/0fb3435b-5e99-5ff0-8068-2d0153d3bb9e,A,23,Politics,Trump’s Transition Business Largely Happens After Night Falls,Palm Beach Memo,NA,Trump’s Night-Owl Habits Lead to After-Hours Diplomacy,NA,NA,NA,By Michael D. Shear,,NA
"It was a week of frenzied activity, as Silicon Valley billionaires and their companies brandished checks and compliments for the President-elect.",https://www.nytimes.com/2024/12/14/technology/trump-tech-amazon-meta-openai.html,"It was a week of frenzied activity, as Silicon Valley billionaires and their companies brandished checks and compliments for the President-elect.",The $1 million donations came gradually — and then all at once.,The New York Times,,,2024-12-14T10:02:57+0000,article,Business,Technology,News,nyt://article/83a167a6-93e4-593a-8540-e0483b264bd9,1208,nyt://article/83a167a6-93e4-593a-8540-e0483b264bd9,B,1,NA,"In Display of Fealty, Tech Industry Curries Favor With Trump",NA,NA,"Tech Titans Recognize Trump Reality, and Rush to Curry Favor",NA,NA,NA,By Theodore Schleifer and David Yaffe-Bellany,,NA
"Canadian leaders agreed to tighten the border, but not on how to respond if President-elect Donald J. Trump follows through on 25 percent tariffs.",https://www.nytimes.com/2024/12/14/world/canada/canada-consensus-trump-border.html,"Canadian leaders agreed to tighten the border, but not on how to respond if President-elect Donald J. Trump follows through on 25 percent tariffs.","On Monday, Chrystia Freeland, the finance minister and deputy prime minister, will present her much-delayed fall economic statement just in time for the holidays. And the government has promised that it will address the issue that preoccupied politicians this week: how to respond to President-elect Donald J. Trump’s threat to impose potentially devastating 25 percent tariffs on exports to the United States from Canada and Mexico unless the two nations tighten their borders.",The New York Times,,,2024-12-14T11:00:06+0000,article,Foreign,World,News,nyt://article/d5a012ad-9a99-5520-9ea1-14235f8ada6e,1016,nyt://article/d5a012ad-9a99-5520-9ea1-14235f8ada6e,NA,NA,Canada,A Rare Cross-Canada Political Consensus Forms Against Trump’s Border Threat,NA,NA,,NA,NA,NA,By Ian Austen,,NA
We will have published 250 Diary entries this year by the end of December. We need your help choosing the best. New York Times editors narrowed the field to five finalists. Now it’s up to you to vote for your favorite.,https://www.nytimes.com/interactive/2024/nyregion/metropolitan-diary-contest-2024.html,We will have published 250 Diary entries this year by the end of December. We need your help choosing the best. New York Times editors narrowed the field to five finalists. Now it’s up to you to vote for your favorite.,We will have published 250 Diary entries this year by the end of December. We need your help choosing the best. New York Times editors narrowed the field to five finalists. Now it’s up to you to vote for your favorite.,The New York Times,,,2024-12-14T12:09:54+0000,multimedia,New York,New York,Interactive Feature,nyt://interactive/7697a7b4-9b4b-523b-9a98-7134524ba27c,0,nyt://interactive/7697a7b4-9b4b-523b-9a98-7134524ba27c,NA,NA,NA,Vote For the Best Metropolitan Diary Entry of 2024,Metropolitan Diary,NA,,NA,NA,NA,,,NA
The OpenAI C.E.O. spoke with Andrew Ross Sorkin at the DealBook Summit.,https://www.nytimes.com/2024/12/14/business/dealbook/sam-altman-dealbook.html,The OpenAI C.E.O. spoke with Andrew Ross Sorkin at the DealBook Summit.,"Since kicking off the artificial intelligence boom with the launch of ChatGPT in 2022, OpenAI has amassed more than 300 million weekly users and a $157 billion valuation. Its C.E.O., Sam Altman, addressed whether that staggering pace of growth can continue at the DealBook Summit last week.",The New York Times,,,2024-12-14T13:00:02+0000,article,Business,Business Day,News,nyt://article/33adad5d-c8c4-5e0a-b1ba-d056177cd40a,1481,nyt://article/33adad5d-c8c4-5e0a-b1ba-d056177cd40a,NA,NA,DealBook,"Sam Altman on Microsoft, Trump and Musk",DealBook Newsletter,NA,,NA,NA,NA,By Andrew Ross Sorkin and Sarah Kessler,,NA
"The vote, boycotted by opposition parties in Parliament, sets up a standoff with the sitting president and deepens turmoil in the country after protests and a disputed election.",https://www.nytimes.com/2024/12/14/world/europe/georgia-president-election-russia.html,"The vote, boycotted by opposition parties in Parliament, sets up a standoff with the sitting president and deepens turmoil in the country after protests and a disputed election.","Georgia’s governing lawmakers handed the presidency to a former soccer star turned far-right politician on Saturday, setting up a standoff with the sitting president and deepening the country’s political turmoil after weeks of protests and a disputed parliamentary election.",The New York Times,,,2024-12-14T15:39:41+0000,article,Foreign,World,News,nyt://article/39c024a4-37fa-5cbe-b1e6-0ca73049a039,623,nyt://article/39c024a4-37fa-5cbe-b1e6-0ca73049a039,A,14,Europe,Georgian Lawmakers Hand Presidency to Far-Right Former Soccer Star,NA,NA,Standoff as Georgian Lawmakers Tap Far-Right Ex-Soccer Star for Presidency,NA,NA,NA,By Valerie Hopkins,,NA
"Though, to be fair, it’s hard to imagine a time when Rick Martínez’s chocolaty take on the classic dessert wouldn’t be welcome.",https://www.nytimes.com/2024/12/14/dining/rick-martinez-nutella-tres-leches-cake.html,"Though, to be fair, it’s hard to imagine a time when Rick Martínez’s chocolaty take on the classic dessert wouldn’t be welcome.",Nutella tres leches cake!,The New York Times,,,2024-12-14T16:00:03+0000,article,Dining,Food,Letter,nyt://article/f82aaeee-e082-58fc-a5bb-d41ead9f0fcb,470,nyt://article/f82aaeee-e082-58fc-a5bb-d41ead9f0fcb,NA,NA,NA,It’s Time for Nutella Tres Leches Cake,NA,NA,,NA,NA,NA,By Mia Leimkuhler,,NA
How Trump might cut short his political honeymoon.,https://www.nytimes.com/2024/12/14/opinion/trump-grocery-prices-deportation.html,How Trump might cut short his political honeymoon.,The annals of American political history are littered with the remains of once-great presidential mandates.,The New York Times,,,2024-12-14T16:02:04+0000,article,OpEd,Opinion,Op-Ed,nyt://article/2fcb59a7-9ec3-59b3-adaf-ed2ed5b63d58,1629,nyt://article/2fcb59a7-9ec3-59b3-adaf-ed2ed5b63d58,NA,NA,NA,Trump Has Little Room for Error,Jamelle Bouie,NA,,NA,NA,NA,By Jamelle Bouie,,NA
The outcome of the lawsuit marks an unusual victory for President-elect Donald J. Trump in his ongoing legal campaign against national news organizations.,https://www.nytimes.com/2024/12/14/business/media/trump-abc-settlement.html,The outcome of the lawsuit marks an unusual victory for President-elect Donald J. Trump in his ongoing legal campaign against national news organizations.,ABC News is set to pay $15 million to settle a defamation lawsuit brought by Donald J. Trump.,The New York Times,,,2024-12-14T21:33:28+0000,article,Business,Business Day,News,nyt://article/f40a8652-0db9-5d87-9638-2fd55c59e4bd,936,nyt://article/f40a8652-0db9-5d87-9638-2fd55c59e4bd,A,1,Media,ABC to Pay $15 Million to Settle a Defamation Suit Brought by Trump,NA,NA,ABC Will Settle Trump Lawsuit For $15 Million,NA,NA,NA,By Michael M. Grynbaum and Alan Feuer,,NA
President-elect Donald J. Trump made a public show of support for his choice to lead the Defense Department.,https://www.nytimes.com/2024/12/14/us/politics/trump-hegseth-daniel-penny-army-navy-game.html,President-elect Donald J. Trump made a public show of support for his choice to lead the Defense Department.,"President-elect Donald J. Trump attended the annual Army-Navy football game in Maryland on Saturday with Pete Hegseth, his embattled choice for defense secretary, sending a message of support ahead of Senate confirmation hearings that are likely to take place next month.",The New York Times,,,2024-12-14T22:04:06+0000,article,Washington,U.S.,News,nyt://article/c3c6ca20-4b5b-55d2-b993-99fc2ebb1b0a,479,nyt://article/c3c6ca20-4b5b-55d2-b993-99fc2ebb1b0a,A,28,Politics,Trump Brings Hegseth to Watch Army-Navy Game,NA,NA,Trump Brings Embattled Nominee to Army-Navy Game,NA,NA,NA,By Michael D. Shear,,NA
President-elect Donald J. Trump said on social media that the time change is “inconvenient” and that the Republican Party would try to put an end to it.,https://www.nytimes.com/2024/12/14/us/trump-daylight-savings-time.html,President-elect Donald J. Trump said on social media that the time change is “inconvenient” and that the Republican Party would try to put an end to it.,"President-elect Donald J. Trump called daylight saving time “inconvenient, and very costly to our Nation” in a social media post on Friday and said the Republican Party would try to “eliminate” it, in the latest effort to end the twice-yearly time change.",The New York Times,,,2024-12-15T00:06:29+0000,article,Express,U.S.,News,nyt://article/5cbfc60f-3a26-57d4-a3d6-8c52f0585720,434,nyt://article/5cbfc60f-3a26-57d4-a3d6-8c52f0585720,NA,NA,NA,Trump Says He Supports an End to Daylight Saving Time,NA,NA,,NA,NA,NA,By Hank Sanders,,NA
"As chair of the House Intelligence Committee, he attacked the Russia inquiry and Donald J. Trump’s first impeachment. Now, Mr. Nunes runs Mr. Trump’s social media company.",https://www.nytimes.com/2024/12/14/us/devin-nunes-intelligence-advisory-board.html,"As chair of the House Intelligence Committee, he attacked the Russia inquiry and Donald J. Trump’s first impeachment. Now, Mr. Nunes runs Mr. Trump’s social media company.","President-elect Donald J. Trump announced on Saturday that he would appoint Devin Nunes, a former member of Congress who had used his role as chairman of the House Intelligence Committee to try to delegitimize the Trump-Russia investigation, to head an independent advisory board on espionage policy.",The New York Times,,,2024-12-15T02:18:14+0000,article,Washington,U.S.,News,nyt://article/e01f1854-ba5a-574b-81c9-14a57023aa55,1228,nyt://article/e01f1854-ba5a-574b-81c9-14a57023aa55,A,13,NA,"Devin Nunes, Pugnacious Trump Loyalist, to Lead Espionage Advisory Board",NA,NA,Trump Loyalist Is Set For a Leadership Role On Espionage Policy,NA,NA,NA,By Charlie Savage,,NA
"A combative loyalist and the president-elect’s former ambassador to Germany, Mr. Grenell had hoped to be secretary of state.",https://www.nytimes.com/2024/12/14/us/politics/trump-richard-grenell-special-missions.html,"A combative loyalist and the president-elect’s former ambassador to Germany, Mr. Grenell had hoped to be secretary of state.","President-elect Donald J. Trump named Richard Grenell, his former ambassador to Germany and former acting director of national intelligence, as his “envoy for special missions,” Mr. Trump wrote on his Truth Social platform on Saturday.",The New York Times,,,2024-12-15T04:40:01+0000,article,Washington,U.S.,News,nyt://article/da89804b-0824-5304-bea5-17cac869ecc5,898,nyt://article/da89804b-0824-5304-bea5-17cac869ecc5,A,13,Politics,Trump Names Richard Grenell for ‘Special Missions’ Role,NA,NA,Grenell Named ‘Special Missions’ Envoy,NA,NA,NA,By Elizabeth Williamson,,NA
"The storm upended the Christmas tree industry in the state’s western region. Now, farmers and residents are eager for the comfort of the season’s rituals.",https://www.nytimes.com/2024/12/15/us/christmas-north-carolina-hurricane-helene.html,"The storm upended the Christmas tree industry in the state’s western region. Now, farmers and residents are eager for the comfort of the season’s rituals.","Curve around the mountain on a cool, wet morning, and you’ll see them rising through the fog: row after row of silver-green trees, their layers of soft needles and branches primed to hold a string of lights, a glittering bauble or a child’s handmade ornament.",The New York Times,,,2024-12-15T08:00:33+0000,article,National,U.S.,News,nyt://article/98ad4d8f-2455-5bc0-906a-6d2eadcb84d9,1249,nyt://article/98ad4d8f-2455-5bc0-906a-6d2eadcb84d9,A,18,NA,"Saving Christmas in North Carolina, One Tree at a Time, After Hurricane Helene",NA,NA,"In the Land of Christmas Trees, Hope After Helene",NA,NA,NA,By Emily Cochrane and Mike Belleme,,NA
The suspension of President Yoon Suk Yeol’s powers left a seasoned but unelected prime minister in charge of a country facing daunting challenges at home and abroad.,https://www.nytimes.com/2024/12/15/world/asia/south-korea-impeachment.html,The suspension of President Yoon Suk Yeol’s powers left a seasoned but unelected prime minister in charge of a country facing daunting challenges at home and abroad.,"President Yoon Suk Yeol’s impeachment and suspension from office has left South Korea, one of the United States’ most important allies, without a strong​ elected leader to tackle challenges like a belligerent North Korea and a deepening political polarization at home.​",The New York Times,,,2024-12-15T08:38:17+0000,article,Foreign,World,News,nyt://article/2eee6563-b8d6-56b8-b2ab-42f25429e56e,1215,nyt://article/2eee6563-b8d6-56b8-b2ab-42f25429e56e,A,4,Asia Pacific,"​After Impeachment, South Korea Is Left With No Elected Leader",NA,NA,"Impeachment in South Korea Brings Joy, but Political Challenges Loom",NA,NA,NA,By Choe Sang-Hun,,NA
"Greg Glassman, who sold the company amid sexual harassment complaints, has a new health and fitness venture. It sounds a lot like his old one.",https://www.nytimes.com/2024/12/15/style/greg-glassman-crossfit-metfix.html,"Greg Glassman, who sold the company amid sexual harassment complaints, has a new health and fitness venture. It sounds a lot like his old one.","In the summer of 2021, Josh Hunnicutt, a longtime personal trainer and the owner of the New Species CrossFit gym in Royal Oak, Mich., had a surprising opportunity: Greg Glassman, CrossFit’s contentious but charismatic co-founder, offered — more or less out of the blue — to pick him up in his private jet and fly him to a party in Ohio. The pitch was for the two of them to drink vodka sodas and rub elbows with other luminaries of the health and fitness industry.",The New York Times,,,2024-12-15T10:00:19+0000,article,Styles,Style,News,nyt://article/adbf5316-bb5b-58fe-b6be-ceb8480fead3,2041,nyt://article/adbf5316-bb5b-58fe-b6be-ceb8480fead3,ST,8,NA,"Four Years Later, CrossFit’s Disgraced Guru Attempts a Comeback",NA,NA,CrossFit Guru Builds Up a Comeback,NA,NA,NA,By Calum Marsh,,NA
Google’s chief executive spoke with Andrew Ross Sorkin at the DealBook Summit,https://www.nytimes.com/2024/12/15/business/dealbook/sundar-pichai-dealbook.html,Google’s chief executive spoke with Andrew Ross Sorkin at the DealBook Summit,"Google got a head start in the artificial intelligence race, and at the DealBook Summit on Dec. 4, its chief executive, Sundar Pichai, snapped back at suggestions that it should be more competitive considering its vast resources.",The New York Times,,,2024-12-15T13:00:06+0000,article,Business,Business Day,News,nyt://article/9c2f9dda-f39b-5a6d-bae9-613293240265,1269,nyt://article/9c2f9dda-f39b-5a6d-bae9-613293240265,NA,NA,DealBook,"Google’s Sundar Pichai on Antitrust, Trump and A.I.",DealBook Newsletter,NA,,NA,NA,NA,By Andrew Ross Sorkin and Sarah Kessler,,NA
The small flurry of threatened defamation suits is the latest sign that the incoming Trump administration appears poised to do what it can to crack down on unfavorable media coverage.,https://www.nytimes.com/2024/12/15/business/media/trump-defamation-lawsuit-abc-hegseth-cnn.html,The small flurry of threatened defamation suits is the latest sign that the incoming Trump administration appears poised to do what it can to crack down on unfavorable media coverage.,The legal threats have arrived in various forms. One aired on CNN. Another came over the phone. More arrived in letters or emails.,The New York Times,,,2024-12-15T16:30:40+0000,article,Business,Business Day,News,nyt://article/3e128726-8eff-52fa-a346-a25fd2e58763,1400,nyt://article/3e128726-8eff-52fa-a346-a25fd2e58763,B,1,Media,Trump and His Picks Threaten More Lawsuits Over Critical Coverage,NA,NA,Message Sent With a Rise In Threats Of Libel Suits,NA,NA,NA,By David Enrich,,NA
"Rates may not come down as much or as quickly as had been expected, just as Trump — a self-declared “low-rate guy” — returns to the White House.",https://www.nytimes.com/2024/12/16/business/economy/trump-powell-fed.html,"Rates may not come down as much or as quickly as had been expected, just as Trump — a self-declared “low-rate guy” — returns to the White House.","Inside the halls of the Federal Reserve’s headquarters overlooking Constitution Avenue in Washington, casual mentions of the incoming Trump administration are cautious and infrequent. That’s by design.",The New York Times,,,2024-12-16T10:00:44+0000,article,Business,Business Day,News,nyt://article/6768835c-aac5-5c3e-a932-f5e0d3e58285,1397,nyt://article/6768835c-aac5-5c3e-a932-f5e0d3e58285,A,1,Economy,Powell’s Fed Appears Headed for Another Collision With Trump,NA,NA,Trump and Powell’s Fed Appear Destined for Another Collision,NA,NA,NA,By Jeanna Smialek,,NA
He should fuse these two impulses into a single governing ideology.,https://www.nytimes.com/2024/12/16/opinion/deep-state-trump-administrative.html,He should fuse these two impulses into a single governing ideology.,"Donald Trump won the 2024 election after promising to wage war on elements of the federal work force. “Either the deep state destroys America, or we destroy the deep state,” he said in the first major rally of his campaign. Russell Vought, whom Mr. Trump has tapped to head the Office of Management and Budget, has said he wants bureaucrats to be “increasingly viewed as the villains.” Elon Musk and Vivek Ramaswamy, the leaders of Mr. Trump’s new Department of Government Efficiency, promise to enact “mass head-count reductions across the federal bureaucracy.”",The New York Times,,,2024-12-16T10:02:03+0000,article,OpEd,Opinion,Op-Ed,nyt://article/daca6ed3-a0cd-5cf3-bd6b-b0a60670c9c7,1163,nyt://article/daca6ed3-a0cd-5cf3-bd6b-b0a60670c9c7,NA,NA,NA,Trump Hates the ‘Deep State.’ But He Also Needs It.,Guest Essay,NA,,NA,NA,NA,By Matthew Schmitz,,NA
"The Senate takes itself seriously, but its members aren’t always public-servant all-stars.",https://www.nytimes.com/2024/12/16/opinion/lara-trump-senate.html,"The Senate takes itself seriously, but its members aren’t always public-servant all-stars.",Senator Lara Trump.,The New York Times,,,2024-12-16T10:02:06+0000,article,Editorial,Opinion,Op-Ed,nyt://article/292c79e0-76dc-52ae-bac5-a7ef8bc0b3d6,1027,nyt://article/292c79e0-76dc-52ae-bac5-a7ef8bc0b3d6,A,18,NA,A Mild Defense of Lara Trump,Michelle Cottle,NA,A Mild Defense of Lara Trump,NA,NA,NA,By Michelle Cottle,,NA
The president-elect and the president are in transition.,https://www.nytimes.com/2024/12/16/opinion/mangione-penny-biden-trump.html,The president-elect and the president are in transition.,"Gail Collins: Bret, this is our last conversation of 2024. We’ll be back in January, as will, um, President Trump. Any New Year predictions? Wishes? Desperate hopes?",The New York Times,,,2024-12-16T10:02:18+0000,article,OpEd,Opinion,Op-Ed,nyt://article/ed979709-83ee-541d-b8e3-12306ec38157,1543,nyt://article/ed979709-83ee-541d-b8e3-12306ec38157,A,18,NA,Trump Is the Wrong Answer to the Right Question,The Conversation,NA,Trump Is the Wrong Answer to the Right Question,NA,NA,NA,By Gail Collins and Bret Stephens,,NA
"Plus, a troubling trend in American schools.",https://www.nytimes.com/2024/12/16/podcasts/trumps-lawsuit-amazon.html,"Plus, a troubling trend in American schools.",On Today’s Episode:,The New York Times,,,2024-12-16T11:00:26+0000,article,Podcasts,Podcasts,News,nyt://article/4a56f0ab-a03d-5d4b-bb2d-1c9a32a04018,129,nyt://article/4a56f0ab-a03d-5d4b-bb2d-1c9a32a04018,NA,NA,NA,"Trump Threatens More News Outlets, and Injuries at Amazon’s Warehouses",NA,NA,,NA,NA,NA,"By Tracy Mumford, Neil MacFarquhar, Natasha Singer, Ian Stewart and Jessica Metzger",,NA
